timestamp,open,high,low,close,volume
2023-12-18 15:00:00+00:00,2005.6845703125,2006.028076171875,2003.927490234375,2004.3524169921875,0
2023-12-18 16:00:00+00:00,2004.8890380859375,2008.4898681640625,2002.9718017578125,2007.995361328125,131697
2023-12-18 17:00:00+00:00,2009.1788330078125,2010.4788818359375,2008.0369873046875,2009.4969482421875,77699
2023-12-18 18:00:00+00:00,2010.5125732421875,2011.7838134765625,2008.206787109375,2011.7838134765625,18267
2023-12-18 19:00:00+00:00,2011.241943359375,2012.1748046875,2010.65185546875,2011.983642578125,54617
2023-12-18 20:00:00+00:00,2013.75732421875,2013.75732421875,2009.7008056640625,2010.6212158203125,226424
2023-12-18 21:00:00+00:00,2011.031982421875,2016.2919921875,2011.031982421875,2015.123779296875,281869
2023-12-18 22:00:00+00:00,2015.222900390625,2015.222900390625,2012.5645751953125,2012.854736328125,0
2023-12-18 23:00:00+00:00,2013.385986328125,2014.2950439453125,2009.6761474609375,2011.258056640625,0
2023-12-19 00:00:00+00:00,2011.2435302734375,2014.3267822265625,2009.6580810546875,2013.391845703125,8270
2023-12-19 01:00:00+00:00,2014.2158203125,2016.841552734375,2014.2039794921875,2016.8082275390625,0
2023-12-19 02:00:00+00:00,2016.8663330078125,2016.8663330078125,2010.5560302734375,2010.5560302734375,94713
2023-12-19 03:00:00+00:00,2010.238037109375,2010.426513671875,2009.602294921875,2009.713623046875,0
2023-12-19 04:00:00+00:00,2009.98486328125,2010.1331787109375,2005.31982421875,2007.457275390625,197457
2023-12-19 05:00:00+00:00,2007.902587890625,2016.0067138671875,2007.902587890625,2016.0067138671875,442267
2023-12-19 06:00:00+00:00,2015.6090087890625,2015.90380859375,2014.90576171875,2015.737548828125,0
2023-12-19 07:00:00+00:00,2014.696533203125,2016.4482421875,2014.696533203125,2015.969970703125,0
2023-12-19 08:00:00+00:00,2014.52880859375,2016.8880615234375,2014.2657470703125,2015.016357421875,0
2023-12-19 09:00:00+00:00,2014.8533935546875,2016.2650146484375,2014.5765380859375,2015.0316162109375,0
2023-12-19 10:00:00+00:00,2014.378662109375,2014.982666015625,2014.0269775390625,2014.275146484375,0
2023-12-19 11:00:00+00:00,2017.14501953125,2017.14501953125,2010.136962890625,2010.136962890625,65383
2023-12-19 12:00:00+00:00,2009.623779296875,2011.9749755859375,2009.623779296875,2010.21923828125,85171
2023-12-19 13:00:00+00:00,2010.2796630859375,2013.3056640625,2010.2796630859375,2012.82275390625,0
2023-12-19 14:00:00+00:00,2011.463134765625,2020.71923828125,2010.8037109375,2020.71923828125,52179
2023-12-19 15:00:00+00:00,2021.699951171875,2025.1865234375,2021.3067626953125,2021.3067626953125,321529
2023-12-19 16:00:00+00:00,2022.706298828125,2024.691162109375,2022.706298828125,2024.28662109375,131849
2023-12-19 17:00:00+00:00,2023.987548828125,2025.7294921875,2021.080810546875,2022.6629638671875,357397
2023-12-19 18:00:00+00:00,2023.078369140625,2025.2645263671875,2022.043212890625,2025.2645263671875,41753
2023-12-19 19:00:00+00:00,2025.455078125,2025.455078125,2022.1636962890625,2023.1597900390625,0
2023-12-19 20:00:00+00:00,2021.925048828125,2023.103515625,2019.3778076171875,2020.3916015625,0
2023-12-19 21:00:00+00:00,2021.18603515625,2022.91064453125,2021.1707763671875,2021.7802734375,0
2023-12-19 22:00:00+00:00,2021.4971923828125,2021.4971923828125,2018.581787109375,2020.172607421875,0
2023-12-19 23:00:00+00:00,2021.2108154296875,2021.5736083984375,2020.689208984375,2020.9249267578125,20790
2023-12-20 00:00:00+00:00,2020.56982421875,2022.8798828125,2020.3394775390625,2021.5318603515625,9231
2023-12-20 01:00:00+00:00,2021.7276611328125,2022.1871337890625,2018.8477783203125,2018.8477783203125,0
2023-12-20 02:00:00+00:00,2019.0985107421875,2020.335693359375,2018.6331787109375,2020.335693359375,0
2023-12-20 03:00:00+00:00,2020.1395263671875,2021.88232421875,2020.02490234375,2021.4583740234375,0
2023-12-20 04:00:00+00:00,2021.839599609375,2025.77099609375,2021.6361083984375,2025.3992919921875,0
2023-12-20 05:00:00+00:00,2024.8157958984375,2025.163818359375,2021.64794921875,2021.64794921875,0
2023-12-20 06:00:00+00:00,2021.542724609375,2023.40673828125,2020.993408203125,2021.1224365234375,77541
2023-12-20 07:00:00+00:00,2019.982177734375,2022.464111328125,2019.85986328125,2022.464111328125,60130
2023-12-20 08:00:00+00:00,2022.101318359375,2022.101318359375,2019.2738037109375,2019.2738037109375,606787
2023-12-20 09:00:00+00:00,2019.8973388671875,2021.0498046875,2019.6746826171875,2019.7608642578125,0
2023-12-20 10:00:00+00:00,2019.9080810546875,2020.547119140625,2017.99169921875,2017.99169921875,5166
2023-12-20 11:00:00+00:00,2017.5927734375,2018.49658203125,2016.9041748046875,2017.1671142578125,0
2023-12-20 12:00:00+00:00,2016.8043212890625,2018.44091796875,2016.7855224609375,2017.5938720703125,0
2023-12-20 13:00:00+00:00,2018.2447509765625,2018.7159423828125,2016.1260986328125,2016.1260986328125,164318
2023-12-20 14:00:00+00:00,2016.8763427734375,2018.5811767578125,2016.0538330078125,2016.5877685546875,0
2023-12-20 15:00:00+00:00,2017.9515380859375,2017.9515380859375,2014.1783447265625,2014.5614013671875,0
2023-12-20 16:00:00+00:00,2015.5545654296875,2016.28515625,2014.8316650390625,2015.135009765625,0
2023-12-20 17:00:00+00:00,2015.603271484375,2016.2762451171875,2015.0013427734375,2015.6065673828125,0
2023-12-20 18:00:00+00:00,2015.83837890625,2016.6180419921875,2015.573974609375,2015.67529296875,0
2023-12-20 19:00:00+00:00,2015.9989013671875,2016.1451416015625,2013.5526123046875,2013.5526123046875,40871
2023-12-20 20:00:00+00:00,2011.8126220703125,2014.984130859375,2010.8150634765625,2010.8150634765625,247041
2023-12-20 21:00:00+00:00,2010.2789306640625,2011.330078125,2008.5799560546875,2010.4674072265625,154911
2023-12-20 22:00:00+00:00,2012.59423828125,2014.3863525390625,2012.00732421875,2013.485107421875,29395
2023-12-20 23:00:00+00:00,2012.82421875,2014.1512451171875,2012.3865966796875,2013.2540283203125,0
2023-12-21 00:00:00+00:00,2012.6444091796875,2016.49951171875,2012.6444091796875,2014.331298828125,179453
2023-12-21 01:00:00+00:00,2013.812255859375,2016.9927978515625,2013.11279296875,2015.5194091796875,185149
2023-12-21 02:00:00+00:00,2016.088134765625,2016.607177734375,2015.3929443359375,2015.837646484375,154742
2023-12-21 03:00:00+00:00,2015.7757568359375,2019.44140625,2015.7757568359375,2016.6285400390625,210158
2023-12-21 04:00:00+00:00,2016.8819580078125,2019.6763916015625,2016.35888671875,2017.8896484375,30961
2023-12-21 05:00:00+00:00,2018.670654296875,2019.4287109375,2015.722412109375,2015.80078125,5388
2023-12-21 06:00:00+00:00,2015.2767333984375,2016.5233154296875,2014.3126220703125,2016.5233154296875,0
2023-12-21 07:00:00+00:00,2016.9339599609375,2017.3785400390625,2014.8519287109375,2014.8519287109375,0
2023-12-21 08:00:00+00:00,2015.1737060546875,2016.7698974609375,2014.5701904296875,2015.66064453125,79312
2023-12-21 09:00:00+00:00,2014.88916015625,2014.88916015625,2013.561279296875,2013.561279296875,730891
2023-12-21 10:00:00+00:00,2014.3070068359375,2015.864501953125,2013.856201171875,2015.864501953125,79335
2023-12-21 11:00:00+00:00,2015.92724609375,2016.151611328125,2012.0836181640625,2013.0186767578125,352815
2023-12-21 12:00:00+00:00,2013.3331298828125,2016.6453857421875,2013.3331298828125,2016.016357421875,187460
2023-12-21 13:00:00+00:00,2016.5106201171875,2020.114990234375,2013.6044921875,2018.791259765625,48437
2023-12-21 14:00:00+00:00,2018.5137939453125,2022.129638671875,2016.291015625,2022.129638671875,692553
2023-12-21 15:00:00+00:00,2020.284423828125,2020.284423828125,2017.655517578125,2018.6591796875,0
2023-12-21 16:00:00+00:00,2019.31298828125,2022.3831787109375,2019.233642578125,2020.63330078125,0
2023-12-21 17:00:00+00:00,2019.99169921875,2021.4957275390625,2019.83154296875,2020.26220703125,131275
2023-12-21 18:00:00+00:00,2021.1094970703125,2021.1094970703125,2017.4010009765625,2019.066650390625,141770
2023-12-21 19:00:00+00:00,2020.1522216796875,2023.6793212890625,2020.138916015625,2023.6793212890625,87570
2023-12-21 20:00:00+00:00,2023.3707275390625,2024.0179443359375,2021.735107421875,2022.7215576171875,0
2023-12-21 21:00:00+00:00,2023.6951904296875,2024.75390625,2022.9906005859375,2023.5277099609375,154511
2023-12-21 22:00:00+00:00,2023.2510986328125,2023.369384765625,2022.1812744140625,2022.665771484375,115272
2023-12-21 23:00:00+00:00,2026.073486328125,2030.1922607421875,2024.8814697265625,2030.0609130859375,475164
2023-12-22 00:00:00+00:00,2029.5374755859375,2030.0711669921875,2028.2728271484375,2029.614501953125,0
2023-12-22 01:00:00+00:00,2028.8704833984375,2030.08251953125,2027.4443359375,2029.045654296875,0
2023-12-22 02:00:00+00:00,2028.5911865234375,2028.854736328125,2026.4483642578125,2028.854736328125,0
2023-12-22 03:00:00+00:00,2028.5645751953125,2028.9110107421875,2027.5958251953125,2028.1336669921875,0
2023-12-22 04:00:00+00:00,2028.21240234375,2030.0748291015625,2027.940673828125,2029.637451171875,1941273
2023-12-22 05:00:00+00:00,2030.3046875,2030.3216552734375,2027.9830322265625,2027.9830322265625,8197
2023-12-22 06:00:00+00:00,2027.996337890625,2028.6368408203125,2027.436279296875,2027.7760009765625,6883
2023-12-22 07:00:00+00:00,2026.7301025390625,2027.9542236328125,2026.7301025390625,2026.8367919921875,50092
2023-12-22 08:00:00+00:00,2027.466064453125,2028.868896484375,2027.466064453125,2028.01416015625,108379
2023-12-22 09:00:00+00:00,2027.8819580078125,2032.7451171875,2027.8819580078125,2032.7451171875,0
2023-12-22 10:00:00+00:00,2031.3134765625,2033.3809814453125,2031.2822265625,2032.387451171875,0
2023-12-22 11:00:00+00:00,2032.007080078125,2038.2901611328125,2031.49609375,2038.2901611328125,0
2023-12-22 12:00:00+00:00,2038.053466796875,2040.69580078125,2037.43994140625,2038.541259765625,0
2023-12-22 13:00:00+00:00,2038.4453125,2044.5855712890625,2036.7432861328125,2044.5855712890625,0
