entry_time,exit_time,side,entry_price,exit_price,pnl,pnl_percent,win
2023-12-24 02:00:00+00:00,2023-12-26 17:00:00+00:00,SELL,43859.3671875,42021.19140625,41.910677219572,4.1910677219572,True
2023-12-27 15:00:00+00:00,2024-01-01 23:00:00+00:00,SELL,43007.17578125,44150.7109375,-26.589403639672412,-2.6589403639672415,False
2024-01-02 07:00:00+00:00,2024-01-03 12:00:00+00:00,SELL,45499.88671875,42754.71484375,60.33359801462418,6.033359801462418,True
2024-01-03 19:00:00+00:00,2024-01-04 21:00:00+00:00,BUY,42600.1484375,44452.23046875,43.4759525302417,4.34759525302417,True
2024-01-04 22:00:00+00:00,2024-01-08 17:00:00+00:00,SELL,44342.9921875,45592.671875,-28.182123619801114,-2.818212361980111,False
2024-01-09 09:00:00+00:00,2024-01-09 21:00:00+00:00,BUY,46513.88671875,45528.08203125,-21.193771517326606,-2.1193771517326607,False
2024-01-12 21:00:00+00:00,2024-01-12 22:00:00+00:00,BUY,43428.109375,42522.453125,-20.854148684661684,-2.0854148684661684,False
2024-01-13 03:00:00+00:00,2024-01-18 18:00:00+00:00,BUY,42603.203125,41475.31640625,-26.474223439038656,-2.647422343903866,False
2024-01-19 00:00:00+00:00,2024-01-19 16:00:00+00:00,BUY,41288.3984375,40356.30078125,-22.575292128634043,-2.2575292128634046,False
2024-01-26 21:00:00+00:00,2024-01-29 16:00:00+00:00,SELL,41996.3984375,43169.67578125,-27.937570539438,-2.7937570539438,False
2024-01-29 23:00:00+00:00,2024-02-07 21:00:00+00:00,SELL,43276.203125,44178.0859375,-20.840155729350393,-2.0840155729350394,False
2024-02-08 05:00:00+00:00,2024-02-08 15:00:00+00:00,SELL,44527.23828125,45436.859375,-20.428419297071763,-2.0428419297071763,False
2024-02-09 07:00:00+00:00,2024-02-09 11:00:00+00:00,SELL,46221.64453125,47146.6953125,-20.01336799309644,-2.0013367993096445,False
2024-02-09 17:00:00+00:00,2024-02-12 00:00:00+00:00,SELL,47601.5234375,48605.1484375,-21.08388403404237,-2.108388403404237,False
2024-02-13 02:00:00+00:00,2024-02-14 09:00:00+00:00,SELL,49972.38671875,51612.48828125,-32.8201566943494,-3.28201566943494,False
2024-02-15 09:00:00+00:00,2024-02-26 16:00:00+00:00,SELL,52221.5625,53412.2109375,-22.799938961994865,-2.2799938961994863,False
2024-02-27 07:00:00+00:00,2024-02-27 19:00:00+00:00,SELL,56081.71484375,57352.046875,-22.651447709637424,-2.2651447709637424,False
2024-02-28 19:00:00+00:00,2024-02-28 23:00:00+00:00,SELL,61013.68359375,62492.953125,-24.24488154328598,-2.424488154328598,False
2024-03-01 18:00:00+00:00,2024-03-04 02:00:00+00:00,SELL,62388.91015625,63676.73046875,-20.641814535222952,-2.064181453522295,False
2024-03-04 05:00:00+00:00,2024-03-04 08:00:00+00:00,SELL,63440.01171875,65255.671875,-28.62011066926353,-2.8620110669263528,False
2024-03-05 03:00:00+00:00,2024-03-05 16:00:00+00:00,SELL,68233.2109375,65266.7265625,43.475667262929036,4.347566726292904,True
2024-03-09 10:00:00+00:00,2024-03-11 07:00:00+00:00,BUY,68330.890625,71066.59375,40.036111046957394,4.003611104695739,True
2024-03-11 19:00:00+00:00,2024-03-13 08:00:00+00:00,SELL,71918.234375,73454.90625,-21.366929935840766,-2.1366929935840764,False
2024-03-21 03:00:00+00:00,2024-03-22 13:00:00+00:00,SELL,66858.15625,62892.796875,59.310031825772946,5.931003182577294,True
2024-03-23 12:00:00+00:00,2024-03-24 20:00:00+00:00,SELL,64770.26171875,66141.1640625,-21.165613776625282,-2.1165613776625283,False
2024-03-25 02:00:00+00:00,2024-03-25 14:00:00+00:00,SELL,66710.5,69298.546875,-38.79519528410071,-3.8795195284100705,False
2024-03-26 00:00:00+00:00,2024-03-28 14:00:00+00:00,SELL,69896.0546875,71538.9921875,-23.50543971824232,-2.3505439718242322,False
2024-03-29 04:00:00+00:00,2024-04-01 14:00:00+00:00,BUY,70351.328125,68928.359375,-20.22660819525218,-2.022660819525218,False
2024-04-04 23:00:00+00:00,2024-04-07 16:00:00+00:00,SELL,68539.453125,70061.5546875,-22.207670080530715,-2.2207670080530715,False
2024-04-08 15:00:00+00:00,2024-04-09 16:00:00+00:00,SELL,71758.6640625,68621.5703125,43.71728196148788,4.371728196148788,True
2024-04-09 20:00:00+00:00,2024-04-12 18:00:00+00:00,BUY,69075.3515625,66743.4453125,-33.7588763176988,-3.3758876317698796,False
2024-04-13 00:00:00+00:00,2024-04-13 19:00:00+00:00,BUY,66902.9765625,64292.5234375,-39.01849004522757,-3.9018490045227576,False
2024-04-16 05:00:00+00:00,2024-04-17 14:00:00+00:00,BUY,62726.25,61234.04296875,-23.789195611884974,-2.3789195611884977,False
2024-04-17 19:00:00+00:00,2024-04-18 14:00:00+00:00,BUY,61150.74609375,63689.83203125,41.52174911500402,4.152174911500403,True
2024-04-18 19:00:00+00:00,2024-04-19 02:00:00+00:00,SELL,63517.53125,60944.7578125,40.504934415252485,4.050493441525249,True
2024-04-19 16:00:00+00:00,2024-04-21 02:00:00+00:00,SELL,64014.4453125,65346.3515625,-20.80633899892468,-2.080633899892468,False
2024-04-22 16:00:00+00:00,2024-04-25 10:00:00+00:00,SELL,66167.34375,63458.68359375,40.936510410394106,4.0936510410394105,True
2024-04-26 02:00:00+00:00,2024-04-30 08:00:00+00:00,SELL,64513.89453125,61926.984375,40.09849622389363,4.009849622389363,True
2024-05-01 14:00:00+00:00,2024-05-03 12:00:00+00:00,BUY,57485.953125,60693.3359375,55.794200811556955,5.579420081155695,True
2024-05-03 18:00:00+00:00,2024-05-04 00:00:00+00:00,SELL,61821.20703125,63123.515625,-21.065725764488814,-2.1065725764488814,False
2024-05-04 01:00:00+00:00,2024-05-04 10:00:00+00:00,SELL,62914.22265625,64290.63671875,-21.877629642194503,-2.1877629642194503,False
2024-05-05 16:00:00+00:00,2024-05-08 20:00:00+00:00,SELL,64307.66015625,61593.57421875,42.2047067317566,4.22047067317566,True
2024-05-09 09:00:00+00:00,2024-05-15 12:00:00+00:00,BUY,61232.75390625,63715.94921875,40.55338285620601,4.055338285620601,True
2024-05-16 05:00:00+00:00,2024-05-17 15:00:00+00:00,SELL,65821.609375,67205.8046875,-21.02949662950261,-2.102949662950261,False
2024-05-17 17:00:00+00:00,2024-05-20 16:00:00+00:00,SELL,66795.3671875,68199.6015625,-21.02293069305541,-2.102293069305541,False
2024-05-21 04:00:00+00:00,2024-05-23 14:00:00+00:00,SELL,70880.421875,67674.4765625,45.23033621546147,4.523033621546147,True
2024-05-24 22:00:00+00:00,2024-05-27 15:00:00+00:00,SELL,68781.9609375,70287.7421875,-21.892095390654188,-2.1892095390654185,False
2024-05-29 03:00:00+00:00,2024-06-04 15:00:00+00:00,SELL,68707.5859375,70428.234375,-25.043063499060953,-2.5043063499060954,False
2024-06-04 23:00:00+00:00,2024-06-11 06:00:00+00:00,SELL,70584.0703125,67619.1484375,42.005538386682275,4.2005538386682275,True
2024-06-11 17:00:00+00:00,2024-06-12 14:00:00+00:00,BUY,66750.6875,69928.65625,47.60952836628087,4.760952836628087,True
2024-06-13 20:00:00+00:00,2024-06-14 16:00:00+00:00,BUY,66647.09375,65236.2421875,-21.168988520223362,-2.116898852022336,False
2024-06-15 06:00:00+00:00,2024-06-23 23:00:00+00:00,SELL,66138.9921875,63208.92578125,44.30164883588551,4.43016488358855,True
2024-06-24 14:00:00+00:00,2024-06-24 19:00:00+00:00,BUY,61305.82421875,59198.53515625,-34.37339093559562,-3.4373390935595625,False
